S,co,nested,biomass_025,biomass_50,biomass_975,stab_025,stab_50,stab_975
42,0.1417233560090703,0.7355083714649218,5.737754809187693,5.937241831957937,6.3333710006131065,-0.06043802229917335,-0.05073059749659545,-0.03184042532165538
37,0.11760409057706354,0.6887722191262575,5.829756962884331,7.05454936888233,8.036024371338199,-0.20406563056545435,-0.15296649051749778,-0.08900817520319006
31,0.08636836628511967,0.606192814587758,4.175574646479361,6.123846629883463,10.25486115713814,-0.5283176832797164,-0.28071453952802017,-0.03574668833804092
16,0.09765625,0.6261796243749714,2.0220503597533486,3.5380204801258808,6.035548748491282,-0.5549653003828913,-0.20886613190278447,-0.00361088465985275
41,0.10053539559785842,0.6697001782790704,7.985415451129897,9.568403633948133,12.464132844522572,-0.0028721583572770106,-0.0022295408075217963,-0.001778216001688182
19,0.07756232686980609,0.6067468146428578,2.869061643678029,4.485977339593244,6.749286457093494,-0.46130067095490834,-0.019310242493043035,-0.005685996223856346
35,0.0963265306122449,0.7169850689688638,6.880458721964009,7.301143329298519,7.431029373329855,-0.025298800557077544,-0.017334239697921687,-0.0057570463109374555
75,0.08551111111111111,0.6076389225713057,6.463503643937665,10.96058088171128,22.52508744041792,-0.7728567796195331,-0.3990177468263641,-0.19033604412866184
32,0.0595703125,0.6486929504847992,5.678076702982199,6.5658815489164635,8.382719955044312,-0.19418706600117147,-0.13501264558029533,-0.07468502870104934
65,0.09869822485207101,0.6892953539390426,5.491370307144018,9.441442498052789,19.342750135695038,-0.5105449117923619,-0.291945301948318,-0.0034554463653422296
41,0.091017251635931,0.5944398693873585,1.5582564442004614,3.4720337833298247,11.064367407022477,-0.8640819380313677,-0.4180137332015994,-0.14726811645225754
65,0.0970414201183432,0.6220094911409345,5.048613877760601,8.611458193351716,21.48070048974589,-0.5895693671692787,-0.38410046170535106,-0.19320370189238364
22,0.0743801652892562,0.603763788101533,0.4633586695357732,1.0446777048322244,5.365950403411546,-0.8895992871874842,-0.4733577085079771,-0.13906040653973645
36,0.06404320987654322,0.6751378290416423,6.341135927241223,8.758664679067678,13.17251961267381,-0.4667245618431922,-0.3126535038329326,-0.15899147989448623
24,0.15104166666666666,0.728693938949647,3.1375589809717455,3.55453060568017,3.7444218030374716,-0.05341347944702311,-0.044687339713988625,-0.0001560253552246299
15,0.08444444444444445,0.6164446009125553,2.329204920937274,2.817764347858337,3.1884608623412367,-0.16003931547116426,-0.1364248464713141,-0.09263764227760621
56,0.07015306122448979,0.6632053337808281,4.1916626371048835,6.982924010857719,14.005734599401155,-0.852875162577627,-0.38428292621040533,-0.10761094844864438
72,0.09837962962962964,0.6973850576944886,8.854721550293398,15.895693963714171,25.420009693968204,-0.6322740852572402,-0.3900024374589965,-0.22935926495562836
15,0.13777777777777778,0.6214012895854113,0.037651728705887594,0.3148926181244266,1.0359692128121294,-1.0871908865408697,-0.44283826518716274,-0.003385059027684258
12,0.1388888888888889,0.6559002689461728,0.47608821139348734,0.7714131205127681,1.4553805055221938,-0.4366251727364784,-0.0021324299814225885,-0.0003448576004454135
10,0.21,0.795301013806916,1.5950212082617405,1.8805640863507571,2.3211425294062047,-0.03782551791758096,-0.013664037099226808,-0.000276157501873127
24,0.07291666666666667,0.5360716333290295,0.07896974165991946,0.45462067647810345,0.49016585885060354,-0.2542179328745523,-0.0018447528963931098,-0.0011787046113997707
12,0.20833333333333334,0.6934973136889789,1.0524268638488463,1.2666149686797654,1.347101949025889,-0.0028619996314718974,-0.002501557739591039,-0.000938595386949902
29,0.06896551724137931,0.43884584079020755,0.31330203703406806,0.32097414996115303,0.32599161647014496,-0.019934684052370477,-0.005799705435827912,-0.004016676919508788
26,0.27958579881656803,0.7981642147160458,0.4534616825477929,0.7765777609495101,0.7817066293101553,-0.0030030297712114553,-0.0019402679891517719,-0.001284956169631986
30,0.2544444444444444,0.7451340547455296,0.9821151696255559,1.0998406498994449,1.2543784716851916,-0.009361790084210673,-0.002575678342266059,-0.000710569800230615
46,0.06190926275992439,0.50062190085369,5.743605123689054,6.302754150838608,6.352488910273116,-0.004672809778635501,-0.0029417931844928037,-0.001143668605357608
18,0.2623456790123457,0.7774703172102967,0.8941558629104657,0.9083178567725274,0.9135250310751231,-0.004152737242246801,-0.0016976482373248732,-0.0007057030669035682
25,0.0704,0.5634507384751396,1.271828459980828,2.2599459103566835,3.585804970777402,-0.6703537675871504,-0.37149570185481995,-0.2238467100440908
43,0.1476473769605192,0.7137909329198553,4.221018698500376,4.459418261942178,5.104141727618354,-0.1759090796468591,-0.000872263205378993,-9.671565423313851e-5
29,0.2413793103448276,0.7911594150324495,0.02223438594836727,0.18547639702903934,0.7624631227905277,-0.8148132293701844,-0.4176638178824385,-0.1660433939053385
25,0.08,0.5240911772440185,1.333346444120621,2.40107510282374,3.847213894833012,-0.6385173584252134,-0.26774481147907137,-0.0033213183759757334
21,0.09297052154195011,0.5072772608769529,1.2461296098922914,1.419000910757524,2.149678876607985,-0.004340857736471706,-0.001553313990219571,-0.0011635711765507412
16,0.23828125,0.8230148070938423,0.12471733449564112,1.769288936723206,3.130347264468088,-0.4200865437315419,-0.2706618302499523,-0.1563700248437928
48,0.0959201388888889,0.5812151555179873,1.2366590832022621,1.6954482148974326,1.8811290674563312,-0.10585407110572435,-0.003442685533696926,-0.0018081712096438447
14,0.11734693877551021,0.6366639051083818,0.07102412608833068,0.54826255788202,1.7851180248658765,-0.6672538734944542,-0.38882494387572364,-0.1964840675624473
9,0.18518518518518517,0.681443432402846,2.0113752751909924,2.5868259557687066,2.5920134710658425,-0.059442483292666694,-0.0018992811838891158,-0.0017574210421122717
14,0.16326530612244897,0.6928138489010335,0.020568357451320372,0.07785171902813673,0.5849957334308017,-0.6513153089258471,-0.3496636684449717,-0.1716356053866071
9,0.2222222222222222,0.6835459014226773,0.03725046193125228,0.14593251809598282,1.1882710853325587,-0.5419500590170301,-0.3705819838979566,-0.18263684824219764
29,0.07728894173602854,0.4886736196278166,1.0,1.1444568492892069,1.8799582218552184,-0.4457142196119986,-0.28655690828206015,0.0
19,0.1440443213296399,0.631639487271984,0.31891465745304926,0.47055330782732246,0.7116492593564633,-0.18643579703939078,-0.14340402806326719,-0.07958903394734887
14,0.42346938775510207,0.921448521844686,0.6317537443742957,0.6340436498337596,0.6439013296221493,-0.003659294638201882,-0.0031796163489272965,-0.0015057219810380219
78,0.041091387245233396,0.5103445446361466,13.688051751994983,14.812661205422303,15.059450265910252,-0.07076917134996465,-0.027650683351924214,-6.284233835694288e-5
69,0.032346145767695865,0.4648699727884659,12.879964201898595,13.426825961195606,13.949003751316743,-0.0009169560314315413,-0.00026622020395964047,-1.58653424246722e-5
49,0.044981257809246146,0.5223111009484661,11.026883144844742,11.029104950361202,11.03112126750788,-0.00039765270011530836,-0.00010935389148834668,-2.223464227680726e-5
72,0.043209876543209874,0.5190686598468958,16.49075739340589,16.627512310702784,16.62881024363138,-0.00030657235772834924,-5.342887647500889e-5,-3.3078945246948535e-5
70,0.03693877551020408,0.5169652490246758,16.2346792070348,16.289340428813357,16.41900219042557,-0.0024153817510850955,-0.0011616327683837279,-0.00014280614792409554
78,0.1908284023668639,0.721740497087699,3.439479033603196,4.099629465262215,4.428579816428918,-0.026005079473857773,-0.0023767745615999557,-0.000979399582740228
78,0.16436554898093358,0.6774591392280359,3.839868392380622,4.839884819701398,5.7248909522078035,-0.17851371720963763,-0.024666058056345717,-0.0003266224698553952
50,0.1076,0.6413990921181677,15.839223580279816,15.8445113208567,16.052643336495102,-0.0016992576778211402,-0.0010491375154022548,-0.0005594391852204216
50,0.0984,0.625606309517692,3.4095173698666965,6.888011945084749,12.521866813860235,-0.6718778129422561,-0.3929501476792482,-0.119515695762046
61,0.05455522708949207,0.49118802572748355,0.2903718643297384,0.31716430886939395,0.7841185191358396,-0.3758798795180442,-0.010386777888023106,-0.002397219886190247
76,0.1866343490304709,0.7594257628394746,2.755848625662164,2.882809355840995,3.245034020773698,-0.05824317569114055,-0.003703452878153314,-0.0008776008515672764
76,0.1764196675900277,0.7108212238558531,3.264410586216057,3.8022557439469225,5.109368401944155,-0.0067661694346617795,-0.0010354201985532897,-0.00014526235772041683
35,0.0783673469387755,0.559784935626889,0.02321026845894165,0.6745244663985759,1.2520637737600764,-0.37956456371970554,-0.1526091989317246,-0.0032650752632347323
22,0.07231404958677685,0.5392594655258095,0.17079916435123324,0.9992840816958044,1.2041925455947846,-0.547553546248132,-0.09906503409540528,-0.00035447092061721436
15,0.11555555555555555,0.5643308275946529,0.6760358775365061,0.9299301520332457,1.6457169659150406,-0.003695188726758493,-0.0018682640366259767,-0.0008322617485832084
23,0.2665406427221172,0.789741623162006,1.4870866477806635,1.4917652588000054,1.5493087467111673,-0.002200977947999267,-0.0015308977444590157,-0.000559162512905158
20,0.15,0.6426619341056732,0.04014254264093329,0.4443563650702075,1.2878148017385518,-0.8678780911465678,-0.45547349240810586,-0.20272848682551747
14,0.12755102040816327,0.5546955980187229,0.028556318534244188,0.31823383188239185,0.43038002412742404,-0.5262009317908585,-0.0036642435711273604,-0.002900181030412637
34,0.13494809688581316,0.7505284054703341,0.9042279316261306,2.02249734277271,2.992861439506129,-0.434249466227237,-0.3153441580267128,-0.20617761315865055
78,0.08218277449046679,0.5929109650287706,7.555789648225101,9.30628884655476,9.526082878340523,-0.0024866222373598687,-0.0010151862837078033,-5.5991474983248005e-5
21,0.11337868480725624,0.6139001922664102,0.999234286528182,0.999931472551707,1.8628407373463256,-0.06771199489635438,-0.0008441221836047544,-0.00020778929100617066
21,0.11337868480725624,0.6156829579165156,0.7726467387140247,0.8090695259644846,1.389687682724566,-0.22237217094335712,-0.08253187252901319,-0.00010270055818811964
23,0.08695652173913043,0.5789733147795968,0.7159371562197864,0.9340499142380196,1.3577951245969913,-0.23165592315083922,-0.11893195931337011,-0.00025725048544958525
49,0.05789254477301124,0.5723527419779556,2.7452569200306502,3.8028103246432714,4.020071863809811,-0.035885754082159375,-0.01878607701320817,-0.00018654585818918143
52,0.055103550295857985,0.5673420599724441,3.0440654053956417,3.509631194167567,4.339335802996919,-0.058222525173278236,-0.00635905243951786,-7.325398784862291e-5
51,0.05497885428681276,0.5689869856231552,2.580039866828789,3.267196232605709,4.177197994795012,-0.022507966232350747,-0.0028776376954049243,-0.00023401336423876234
14,0.2653061224489796,0.7579245764193779,0.04497804430976995,0.32114084684828,1.1451643904425113,-0.6834592445475076,-0.004561261275202221,-0.0009522360955426415
14,0.2602040816326531,0.7538113651105646,0.07412829310974026,0.45427366115069173,0.5925278443783453,-0.5036881157246967,-0.004226606602289622,-0.001147875701836916
15,0.11555555555555555,0.5457264666945841,0.019444148499895984,0.4879063865053998,1.5154613076896895,-0.5785006423051,-0.3866019242136445,-0.0009603610595669776
14,0.14285714285714285,0.613280302757802,0.051125292827950496,0.44034598177710144,1.9260897363338476,-0.6167099725155376,-0.3985351081867953,-0.029110946630153678
21,0.15192743764172337,0.7379411029157038,1.6279538654978458,1.6997685277392778,2.031136466989196,-0.004777331125071719,-0.00444749199166241,-0.0017130563320828791
26,0.10355029585798817,0.5964339879126634,3.7828567102590718,5.761750149098517,6.805271345398477,-0.16362996700256607,-0.05849874765789834,-0.002517728638403186
33,0.16712580348943984,0.7703869847289042,2.7745770214158,3.1967326840969514,3.3411737975612845,-0.0030533798200650286,-0.00230593745162501,-9.060225856660851e-5
26,0.15236686390532544,0.7282604290323632,2.7433558794110957,3.2811110269006765,3.3138771518015737,-0.002703675419011789,-0.001530121578047309,-0.001079791889873179
38,0.16759002770083103,0.7548711166065273,2.720622338226656,2.8329007607033745,3.151519378801503,-0.0019266981062673392,-0.001471866385269941,-0.001242150009273171
22,0.17148760330578514,0.7284139083909618,2.567517624813209,2.9035875996735703,2.961926530503588,-0.01194474046710028,-0.002237795930876367,-0.00025750023208399257
27,0.18106995884773663,0.7621356434049021,2.012516904457254,2.332303574936746,2.7782342515136884,-0.0022705256628982977,-0.0015003108960259586,-0.00048354105548462794
29,0.05826397146254459,0.5037246770233611,1.00514511161222,1.6474791232831008,2.7474538465319864,-0.49746321399805526,-0.26627855755973917,0.0
28,0.16198979591836735,0.660799019820547,0.059030473781306415,0.5776871634357825,0.7015436537973917,-0.4014042451173827,-0.0008644031893496153,-0.00046788818349409266
28,0.2780612244897959,0.80452177295743,2.0377326610415962,2.095534991809279,2.447129754408634,-0.017972994011626327,-0.004229885914088551,-0.0011794354319863264
26,0.060650887573964495,0.510004130640066,0.45333262885164705,0.9112509744776897,1.3733234869258477,-0.25322639112751966,-0.0018839088147672705,-0.0009462581530571295
25,0.072,0.5794711078942223,1.0864338533406854,1.36532968658868,1.5822132373000233,-0.09430903876063682,-0.0012088300384396125,-0.0003119918106471766
15,0.1688888888888889,0.6491977579835007,0.263967815320937,0.519668426089984,0.6420841198161856,-0.30924932425472146,-0.003075201592041589,-0.0007680959040398066
7,0.24489795918367346,0.7118123842016286,0.1142020208729582,0.3757269369548474,1.2943804082809383,-0.5514609426202621,-0.19350647613785393,-0.0009041483637053079
13,0.15384615384615385,0.6954190280770585,0.454442234771622,0.45458519357705657,0.45472815238249115,-0.0009717600527921946,-0.0008997093066784002,-0.0008276585605646059
8,0.21875,0.7219029315208857,0.24995812727404954,0.6350295596949043,1.4409592236755182,-0.551004318319542,-0.1781407877970271,-0.0015904073047041942
19,0.060941828254847646,0.690871445953911,0.9564642492541413,3.8935943292963366,7.013814973440978,-0.8420384929127012,-0.37465042477925886,-0.10086341748443903
40,0.115625,0.5835261718080512,0.3180296092040822,0.6842827209475875,1.0018787041731603,-0.015955537582776205,-0.0025846817634937185,-0.0004234845461350624
32,0.1357421875,0.59201364531614,0.3139172128617541,0.6359427673645803,0.8685107384646167,-0.22373910212042622,-0.0039027462397546995,-0.003124434077557248
33,0.12947658402203857,0.5883480074052857,1.3126684416940624,1.4582373691379984,1.5280262100406043,-0.004034407918780516,-0.0006206529805584634,-0.0003842858878594919
13,0.20118343195266272,0.7072282554586925,0.24579386060418756,0.6397839198667268,1.3695298153390305,-0.4791129875109671,-0.17808647727544252,-0.0022567329136310935
20,0.11,0.6008928286431855,0.9700793066466737,1.4265988672328727,1.6886430560298868,-0.1939298594500935,-0.0007104488543038973,-7.67943694889447e-5
12,0.18055555555555555,0.697643615705513,1.0331881150228361,1.235523670955688,2.1616813507438986,-0.23728496879357722,-0.0007285222439188956,-0.0001492271017294114
19,0.1523545706371191,0.6790944716121462,1.0263362787957278,1.4818408035304271,1.762555829611739,-0.22658256395955767,-0.00020076148936958482,-2.6734214381923853e-5
31,0.13631633714880334,0.6153127788038266,0.056133117365889794,0.13498738530171284,2.762816667509989,-0.567359104964311,-0.39147514285883467,-0.05984021611770271
47,0.0710728836577637,0.5053745787903074,1.071235791385724,1.7958433413707844,6.024486949844813,-0.8772451242777288,-0.36252161425929186,-0.07360259139293324
57,0.054786088027085254,0.4479864772007176,3.3791710965573443,4.432322174233855,6.087566398470522,-0.4326560423914668,-0.15304763619513323,-0.07933294458400632
17,0.11418685121107267,0.6478243993591054,1.0796253326133631,1.4564697538740066,1.7812159107587047,-0.432118261794038,-0.09839504646984246,-0.0061113726730202805
21,0.14058956916099774,0.6453299641501485,0.0221685410438616,0.30296510998460385,0.6691459219596505,-0.8684720252085906,-0.3244374889116945,-0.001704773479420553
15,0.19111111111111112,0.6624978057351003,0.021221734612970965,0.021221734612970965,0.021221734612970965,-0.301932314549748,-0.301932314549748,-0.301932314549748
46,0.06001890359168242,0.5136139900315326,1.8743784569606623,1.9013646609651114,1.924574418042902,-0.004158095928661271,-0.003678386325619569,-0.0021118201077851575
30,0.2544444444444444,0.7451340547455296,0.9806904471737413,1.030784795408374,1.2583397673579222,-0.010861289854574976,-0.0017288598550310047,-0.0006353829885158936
13,0.20118343195266272,0.7385121087415797,0.057674646199912,0.7206549583438071,2.1185943498667554,-0.7588262743409583,-0.40864329826803136,-0.2071476056920553
15,0.18666666666666668,0.6519163136484128,0.577444190455938,0.9169450457589532,1.5779607931660666,-0.28606513043713827,-0.1762546402199744,-0.0005103432847067014
42,0.05839002267573696,0.5181510616892873,0.10528677288240462,0.31871747043145154,0.8748188094745866,-0.5151310113875713,-0.005869934495485579,-0.005028141502633537
39,0.06969099276791585,0.6082438907553153,0.45282943957277966,0.45629276926250334,0.6444414572217316,-0.0049306153844960315,-0.0024485606240758854,-0.0005883691989783474
37,0.056245434623813005,0.6038073597641792,0.4531718956191057,1.0870195200078494,1.1798901661405892,-0.03895500243535729,-0.003304081991138949,-0.0019118371763201282
8,0.390625,0.8896490917545632,0.05928373083556564,0.72099129659139,1.180787532417995,-0.5692920972964819,-0.19971255905644314,-0.0007379443328507516
6,0.19444444444444445,0.674657655157097,0.021854733911870657,0.46645229574954006,1.1066983803550545,-0.7830774301211126,-0.3480340675917831,-0.15396282487315455
24,0.1579861111111111,0.7270627015074792,0.31405808799590273,0.3217154580973324,0.9009471185359825,-0.9890668887395874,-0.00565844953359162,-0.0033876064177723827
16,0.1953125,0.6562378525546799,0.5122577674667189,0.9119986216538978,1.0893083409060393,-0.10500483333846165,-0.0009018672284445891,-0.0005753726034473193
56,0.056760204081632654,0.4402124986971123,4.613522275659455,5.15717791929491,5.268562068315513,-0.0611160282379905,-0.003227799233374561,-0.0014837331285136124
16,0.1640625,0.662609190403713,0.2377584734049144,0.5406023367386803,1.3346713109804362,-0.33567063208188697,-0.2454860599554451,-0.0005399420905386671
28,0.08801020408163265,0.5650358600299521,0.043363263811574515,0.2652290671672064,1.2735226029666007,-0.5538836514133293,-0.35621462859685676,-0.00448976450559179
8,0.171875,0.6681390458963243,0.22071293044841478,1.6505103715704994,2.5535914655261958,-0.4440042831172364,-0.11361553804565261,-0.003711941111336096
14,0.15306122448979592,0.6617285297173656,1.175775676962746,2.3384218320828385,3.008482594347509,-0.5949256862323129,-0.3298560001153576,-0.19395778185618692
13,0.15976331360946747,0.6493139675351208,0.037683618041284395,0.3335644340361963,1.2998461795570972,-0.860250434514694,-0.4304063938110788,-0.18356214947429142
5,0.28,0.8017837257372731,0.3322867463790079,1.8754502051441024,1.9296601061384593,-0.5705750454613687,-0.023206638819214427,-0.01156565416134998
24,0.16319444444444445,0.6565309073063464,0.7787834482040095,0.7798072773427014,1.7252563328343173,-0.38860245023961343,-0.0003249927709218001,-0.00010403686209831594
27,0.05761316872427984,0.4727325491753927,0.04046208124012963,0.32144757597581464,1.1162854037219974,-0.514385880013836,-0.0761790937463257,-0.003202910703642817
14,0.11734693877551021,0.5357069107025203,0.02392281595838109,0.0869366055571126,0.9758648818793092,-0.5299863219873505,-0.31324775393414217,-0.2026052675831877
26,0.06656804733727811,0.5026295580263541,0.03863979793696461,0.29217754364605425,1.2704550648618496,-0.6136725455655644,-0.4248947693171915,-0.1774992472266875
27,0.056241426611796985,0.46830342903656835,0.03760635209643979,0.2660192516517339,1.2351002286990864,-0.6876484101091763,-0.41400422831209227,-0.18362730426179702
66,0.05371900826446281,0.5030579645910741,7.002286488095758,7.676701635092815,8.021781940210001,-0.001463580265160943,-0.0010347067841985033,-0.00030867029342917976
9,0.16049382716049382,0.6287278596553406,0.01872892118120055,0.0498930619705901,0.33294367200732394,-0.8227662806960544,-0.32625940668124254,-0.23437978547939947
47,0.02761430511543685,0.44755325111403294,0.006910787100501328,0.04510171827622998,0.603997069380299,-0.6795948203187786,-0.42882220212725325,-0.25817494414244996
89,0.014392122206792072,0.5047827156792432,0.03169617165974086,0.4949369518378862,1.1460810746845713,-0.5456942373627474,-0.3377266961202989,-0.0007466353371353038
90,0.01839506172839506,0.42672377814836904,1.0978978798905528e-6,0.06362123327432354,0.4142169009956863,-0.4686355168930313,-0.26440596031445596,-0.07478934022814676
77,0.12818350480688143,0.6715572802034545,15.740434803866068,16.101650202102203,16.702431736161486,-0.0011973484592457924,-0.0006567362502833205,-0.00010284845757254649
7,0.16326530612244897,0.6184166614996479,0.1742287903811387,0.31920399032336766,1.2391647870774474,-0.5725235552860887,-0.003095478218798944,-0.0021057085519730055
9,0.09876543209876543,0.5940197445721284,0.37502352067714173,0.4567795203283709,1.136969922449026,-0.3938174572652919,-0.11657208535217935,-0.0007179277961169442
12,0.1736111111111111,0.7094320255139065,0.019472404242892958,0.09650368616516525,0.6535875702514238,-0.8792497856498998,-0.42848978597804754,-0.14538344640105952
11,0.1652892561983471,0.671221468473685,0.023011700700676947,0.04152791355498429,0.07138025302337112,-0.31868085216960185,-0.2757946947571463,-0.22484907167986184
34,0.06833910034602077,0.4736371914735463,2.7763286161660736,4.045921394924641,5.562925693128975,-0.3199825169939078,-0.20722394197916766,-0.07792222992764987
23,0.04914933837429111,0.5492954462221602,0.3138998968897097,0.3193625332220212,0.3225682193318253,-0.0062565819899002085,-0.005394410612282437,-0.0036579671608218583
17,0.11072664359861592,0.6019503781128099,0.0585033786686108,0.46686404797578107,1.217484307253188,-0.6582325513035678,-0.43181534990418713,-0.23975593254664532
14,0.25,0.7353497417124331,0.26406991371295757,0.5922858925123224,1.3652809034546491,-0.3801404719732729,-0.265360833352646,-0.0013101850133424308
20,0.1025,0.6056954686685931,1.4204913651845117,1.701208688361948,2.1209997886387884,-0.19222080487211413,-0.13443944828522575,-0.1115592738312955
43,0.06165494862087615,0.46559469805139103,0.6731696451333884,1.2526567395097823,1.3739141988401156,-0.002339875138886044,-0.0005365775396224148,-0.00029225682537677036
11,0.24793388429752067,0.7759395591580076,0.9437439748288134,1.1493611195349747,1.1506496112873683,-0.0027816143510985586,-0.0007064586947092755,-4.0078387367509425e-5
22,0.09917355371900827,0.5337191088898894,1.489883312184231,2.729578472136572,3.765779735095449,-0.3660616900303873,-0.143094087108391,-0.0005721685174690344
32,0.13671875,0.6922807336179375,5.266964081643256,5.314539651206314,5.506394213511495,-0.02203616837669065,-0.005323264209407801,-0.002206467704124127
20,0.2,0.7779758110292524,2.321583939612356,2.7865819174652793,3.5834712073927566,-0.0018828873956987036,-0.0012937882853120682,-0.0006472094246308831
10,0.29,0.7718287207378234,0.063868609131286,0.4843004076720161,1.4064324367468968,-0.5802438630776674,-0.33740633052992947,-0.04127480005505064
22,0.09917355371900827,0.5423772883558055,1.4547934911521003,2.0793672366916978,3.3151502299790487,-0.32236044601370667,-0.17619025427398496,-0.0001679355210545829
