S,co,nested,biomass_025,biomass_50,biomass_975,stab_025,stab_50,stab_975
31,0.08324661810613944,0.6022316696276856,3.379771453322512,4.339775156477225,6.811910287410743,-0.36028423160708206,-0.16007860650933234,-0.10312328471899627
24,0.19618055555555555,0.6881511916328135,0.059647811758955005,0.4825029642488592,1.8865235892503112,-0.5795090990794091,-0.3415798833416598,-0.11756029923975775
25,0.2096,0.6990052781345789,0.9086596076936824,1.764747318187248,3.143580840614991,-0.45501312730577903,-0.028771887423193226,-0.010534151533564186
26,0.09911242603550297,0.5689837206395032,0.3201387848537277,0.5545075561334986,1.3443112594072362,-0.362041167984245,-0.15121725209026418,-0.10775005003819511
45,0.09530864197530864,0.6472548256965415,10.16195601075136,15.052229208424887,19.316857120207505,-0.48064732463976484,-0.2700362658909437,-0.13902827541442098
38,0.10872576177285319,0.6331097977535759,8.050214765143691,8.35036604218038,8.350835155679,-0.00013456060330510524,-5.349980635821277e-5,-1.227495780295241e-5
42,0.10374149659863946,0.6645735992390566,12.673187327323317,14.209680104691644,16.310736176027287,-0.23280937180813532,-0.13773755704987467,-0.08874854376275534
37,0.1095690284879474,0.6386853361699353,8.216169172652322,8.234557990607255,8.23534880126075,-6.579767683662316e-5,-2.7292932461943355e-5,-1.3591721057765566e-5
90,0.030864197530864196,0.4337979281369908,7.235926143307311,8.533062198310986,9.125599139053111,-0.04067348956506325,-0.00020649468768588463,-1.901594483297837e-5
16,0.22265625,0.7299716718184318,1.3322572851855141,1.6638796304990067,2.893762838427016,-0.5068932176674558,-0.19958468414991665,-0.040225579726412206
24,0.18055555555555555,0.6593772691825208,0.19508269192713035,0.33803364935373614,0.804951974575832,-0.30705260087986974,-0.08158487626443309,-0.0035436563589850835
29,0.1248513674197384,0.6047969107125013,1.2623390971725723,1.351249739071836,1.382827680376108,-0.00530637669020548,-0.0011243374514439777,-0.0002732459129566824
68,0.03654844290657439,0.5015735318035057,14.674542476799497,14.720779833636076,14.847302998139181,-0.0009233925495043332,-0.00018879281545666364,-9.389082565423222e-5
13,0.1301775147928994,0.6528333230927198,0.02039744760678175,0.03239322434350497,0.12969517117778998,-0.3595632103765702,-0.33192867608844356,-0.31644723826441173
25,0.1024,0.6388329030694518,0.6852772031517809,0.6860336310073253,0.686810811280566,-0.00046452781751118506,-0.00025781723412254836,-0.00013468255256258172
39,0.16305062458908612,0.6741981231629818,0.31312277286191953,0.632112478785171,0.6788374606429857,-0.007597485771874352,-0.0050079457107592915,-0.0024071294154906385
39,0.15055884286653518,0.6377381433868574,0.312843187315805,0.6299155570097107,0.7757122139126121,-0.008040069552138361,-0.004539531751428806,-0.0004931859726083059
40,0.150625,0.6436019723246044,0.31419492302102664,0.322416211483298,0.32452806459823186,-0.007981421171117505,-0.00605981282346687,-0.004675269676134768
23,0.09073724007561437,0.5912948091972924,0.020130265462912657,0.07862500248684987,0.9998159413338501,-0.5527488097300072,-0.28202051741729484,-0.0005246788008999737
26,0.10355029585798817,0.5964339879126637,3.8027710467841294,5.817813835164866,6.639448283885079,-0.16729921009068302,-0.028358367925808276,-0.002645307878797894
57,0.04370575561711296,0.5128660536736416,4.510284918312539,5.005823813568978,6.095689904359397,-0.1700225215259439,-0.06685467902819014,-0.0054064502706359105
69,0.03948750262549885,0.5207209906596366,15.290021090313884,15.536202958659505,15.728026185022772,-0.052935765345981926,-6.469215824558887e-5,-2.9357742078742277e-5
67,0.035197148585431055,0.4848258070001275,9.763095059505666,9.99227497995544,10.016473557249585,-0.0010048784142228586,-0.0002296895817209333,-0.00011809435907124866
39,0.06771860618014464,0.5489800585368051,3.7434158358071707,4.062803247750412,4.467812643837225,-0.002006622980765408,-0.000752736374171741,-3.629513239205658e-5
55,0.042644628099173555,0.4957030045084014,8.92466884740675,9.25105227870398,9.267792380908514,-0.0015654251124033356,-0.0006720047346279182,-0.00043970076380073545
59,0.04337833955759839,0.5163647515493058,10.68929632176968,11.092181115632625,11.20579722006767,-0.044898144689501714,-0.0025393317030751074,-0.00010948821509359328
45,0.09481481481481481,0.6350107572239951,1.4642737834179531,1.4660988153508785,1.6331511087448323,-0.0007063270992950098,-0.00032777738829034987,-0.00019914421554382113
39,0.09598948060486522,0.6426758595967068,1.1521359294109346,1.7851541248782512,1.9389386820204275,-0.001697491267091689,-0.0008785274616400252,-0.00023093523694193692
31,0.1040582726326743,0.642699425215669,0.4531746973624489,0.455313649103796,0.5780576903763673,-0.002605313498809109,-0.0020401866997371435,-0.0005014219083549268
20,0.135,0.6427783904054621,0.4543506966995599,0.9089015930133333,0.9141500288805415,-0.002181578570462928,-0.0014365929898542225,-0.0006081788922982555
36,0.10648148148148148,0.6044384679381954,1.8154780317210704,1.8222106248524819,2.795611393160668,-0.20499457855539382,-0.001705202594873113,-0.0005964059868552175
7,0.16326530612244897,0.6123724356957949,0.0196593254460852,0.0801611930663312,0.9998680023743999,-0.5439726271311884,-0.3020391630883698,-0.0001492470425459839
26,0.04437869822485207,0.45866431797675594,0.03788111904631901,0.2940220332031589,1.2424064404262392,-0.7986454562794766,-0.41063911356709004,-0.00457751338177951
27,0.15912208504801098,0.6645243547500013,1.1406274859346488,1.408137104494699,2.327149559472483,-0.15357156807182049,-0.006809651850329775,-0.0023343140747933283
27,0.15637860082304528,0.662806330896701,0.9085656585941645,1.46888965975623,2.3286811463756996,-0.15982151782389792,-0.008758793586451165,-0.0034681248157575027
24,0.1875,0.7220501701208435,2.950866200640382,2.9937144408346277,3.0471842027041003,-0.01301035930766217,-0.008601188801203403,-0.004278345341196
24,0.125,0.5769944571965944,2.2137637951105886,2.8826570348013894,3.0070163582572045,-0.00948781652639387,-0.0016133494267907608,-0.0008609293807299865
78,0.1252465483234714,0.6956032871702094,8.267497737955674,8.703694190699686,9.882986409969352,-0.10606703602935495,-0.0023085657371893263,-0.000597115020274736
